,price,model_year,model,condition,cylinders,fuel,odometer,transmission,type,paint_color,is_4wd,brand
28552,17836,2016,nissan rogue,3,4,gas,56741,automatic,wagon,silver,1,nissan
28553,8995,2010,nissan rogue,3,4,gas,98424,automatic,SUV,white,1,nissan
28555,3650,2002,toyota camry,3,4,gas,141000,automatic,sedan,grey,0,toyota
28556,9935,2013,chevrolet malibu,3,4,gas,100159,automatic,sedan,silver,0,chevrolet
28557,5795,2009,ford focus,4,4,gas,62000,automatic,sedan,grey,0,ford
28558,3295,1999,ford f-150,3,8,gas,170000,automatic,truck,unknown,1,ford
28559,17500,2010,ram 1500,2,8,gas,130608,automatic,truck,silver,1,ram
28560,7995,2002,toyota highlander,3,6,gas,142999,automatic,SUV,blue,1,toyota
28561,4999,2008,honda civic,2,4,gas,83000,automatic,sedan,red,0,honda
28562,4775,2004,ford explorer,3,6,gas,132000,automatic,SUV,green,1,ford
28563,23500,2019,subaru impreza,4,4,gas,5500,manual,sedan,white,1,subaru
28564,27500,2016,toyota tacoma,3,6,gas,69700,automatic,truck,white,1,toyota
28565,5650,2006,ford f250 super duty,2,8,diesel,145000,automatic,pickup,white,0,ford
28567,19995,2012,chevrolet silverado,3,8,gas,126397,automatic,truck,black,1,chevrolet
28568,2495,2003,ford taurus,3,6,gas,80000,automatic,sedan,grey,0,ford
28569,6995,2010,toyota sienna,3,6,gas,179000,automatic,mini-van,blue,0,toyota
28570,3495,2004,chevrolet malibu,3,4,gas,170000,automatic,sedan,black,0,chevrolet
28571,6000,2010,subaru forester,3,4,gas,161000,automatic,SUV,blue,1,subaru
28572,7495,2011,ford escape,3,6,gas,102000,automatic,SUV,black,1,ford
28573,8995,2012,ford escape,3,4,gas,119177,automatic,SUV,black,1,ford
28574,10550,2015,ford fusion,3,4,gas,68963,automatic,sedan,unknown,0,ford
28575,18850,2016,subaru forester,3,4,gas,52814,manual,SUV,red,1,subaru
28576,29000,2017,chevrolet silverado 1500,3,8,gas,24796,automatic,truck,red,1,chevrolet
28577,16995,2010,chevrolet tahoe,3,8,gas,107359,automatic,SUV,black,1,chevrolet
28579,1850,1998,toyota camry,2,6,gas,174400,automatic,sedan,custom,0,toyota
28580,9450,2014,kia sorento,3,4,gas,91776,automatic,SUV,silver,1,kia
28581,17995,2015,chevrolet malibu,3,4,gas,46716,automatic,sedan,black,0,chevrolet
28582,2900,2002,honda civic,2,4,gas,104449,automatic,sedan,silver,0,honda
28583,24490,2017,jeep grand cherokee,3,6,gas,30344,automatic,SUV,white,1,jeep
28584,11990,2012,ford explorer,3,6,gas,160037,automatic,SUV,black,1,ford
28585,14000,2007,jeep wrangler unlimited,4,6,gas,101111,automatic,SUV,red,0,jeep
28586,12900,2009,chevrolet silverado 2500hd,3,8,gas,185000,automatic,truck,unknown,1,chevrolet
28587,8990,2012,chrysler 200,3,4,gas,61869,automatic,sedan,unknown,0,chrysler
28588,25990,2016,ford edge,3,4,gas,32054,automatic,SUV,unknown,1,ford
28589,28490,2018,ram 1500,3,8,gas,23689,automatic,pickup,black,1,ram
28590,15490,2015,ford explorer,3,6,gas,121250,automatic,SUV,black,1,ford
28591,13990,2011,ram 1500,3,8,gas,144327,automatic,pickup,black,1,ram
28592,4995,2008,kia sorento,3,6,gas,134591,automatic,SUV,red,1,kia
28594,9995,2013,chevrolet cruze,3,4,gas,98000,automatic,sedan,unknown,0,chevrolet
28595,8992,2005,honda cr-v,3,4,gas,128998,automatic,SUV,green,1,honda
28596,6500,1997,jeep cherokee,2,6,gas,185000,automatic,SUV,red,1,jeep
28597,6000,2009,ford f150,2,8,gas,160120,automatic,truck,unknown,1,ford
28598,9500,2001,jeep wrangler,2,6,gas,203713,automatic,SUV,silver,1,jeep
28599,11899,2009,toyota camry,2,4,gas,100982,automatic,sedan,grey,0,toyota
28600,18500,1967,chevrolet camaro,2,8,gas,133000,manual,coupe,blue,0,chevrolet
28601,8000,2000,ford f250 super duty,2,8,diesel,179634,automatic,truck,orange,1,ford
28602,4500,2010,chrysler town & country,1,6,gas,170000,automatic,mini-van,blue,0,chrysler
28603,3895,1995,ram 1500,2,8,gas,105000,automatic,pickup,silver,0,ram
28604,17950,2007,cadillac escalade,4,8,gas,57500,automatic,SUV,white,1,cadillac
28605,3995,2007,ford expedition,3,8,gas,137000,automatic,SUV,blue,0,ford
28606,2499,2004,nissan altima,2,6,gas,198668,automatic,sedan,silver,0,nissan
28607,9995,2014,kia sorento,3,4,gas,121490,automatic,SUV,black,0,kia
28608,33990,2019,ram 2500,2,6,diesel,20168,automatic,truck,white,1,ram
28609,28900,2011,ford f-350 sd,3,8,diesel,120000,automatic,truck,white,1,ford
28611,14500,2004,chevrolet silverado 2500hd,3,8,gas,106000,automatic,truck,grey,1,chevrolet
28612,5000,2007,toyota camry,2,4,gas,151000,automatic,sedan,blue,0,toyota
28613,8200,2008,gmc sierra 1500,2,8,gas,147398,automatic,truck,silver,1,gmc
28614,14500,2004,chevrolet silverado 2500hd,3,8,gas,106000,automatic,truck,unknown,1,chevrolet
28615,15500,2009,chevrolet silverado,2,8,diesel,210000,automatic,pickup,white,1,chevrolet
28616,1895,2006,dodge grand caravan,3,6,gas,168,automatic,mini-van,black,0,dodge
28617,8250,2011,toyota sienna,3,6,gas,120000,automatic,mini-van,white,0,toyota
28618,13500,2014,volkswagen passat,3,4,gas,72257,automatic,sedan,red,0,volkswagen
28621,21696,2018,chevrolet silverado 1500,5,6,gas,7,automatic,truck,white,0,chevrolet
28622,6000,2011,ford escape,3,4,gas,90263,automatic,SUV,unknown,0,ford
28623,12799,2015,chrysler 200,4,6,gas,71000,automatic,sedan,silver,0,chrysler
28624,11896,2018,ford focus,4,3,gas,34100,automatic,sedan,black,0,ford
28625,30029,2019,jeep grand cherokee,4,6,gas,32500,automatic,SUV,silver,1,jeep
28626,28671,2018,ram 1500,4,6,gas,14500,automatic,truck,grey,0,ram
28627,11872,2014,hyundai sonata,4,4,gas,69500,automatic,sedan,black,0,hyundai
28628,21362,2014,ford f-150,3,6,gas,98000,automatic,truck,unknown,1,ford
28629,26284,2015,ford f-150,4,6,gas,74000,automatic,truck,red,0,ford
28630,11990,2005,ram 2500,3,8,gas,114130,automatic,pickup,grey,1,ram
28631,4995,2003,jeep grand cherokee laredo,3,6,gas,146000,automatic,SUV,silver,1,jeep
28632,20617,2015,jeep cherokee,3,6,gas,57000,automatic,SUV,grey,1,jeep
28633,18495,2016,nissan frontier,3,6,gas,38706,automatic,pickup,black,1,nissan
28634,11899,2013,chevrolet malibu,3,4,gas,79804,automatic,sedan,unknown,0,chevrolet
28635,11758,2014,honda civic,3,4,gas,73720,automatic,sedan,silver,0,honda
28636,10000,2015,chevrolet equinox,3,4,gas,78327,automatic,SUV,black,1,chevrolet
28637,28682,2015,ford f-150,3,6,gas,78327,automatic,truck,white,1,ford
28638,8494,2008,ford f-150,3,8,gas,134669,automatic,truck,unknown,1,ford
28640,10000,2010,chevrolet silverado 1500,3,8,gas,143617,automatic,truck,blue,1,chevrolet
28641,12495,2013,volkswagen jetta,3,4,diesel,40593,automatic,sedan,silver,0,volkswagen
28642,13786,2015,volkswagen passat,3,4,diesel,78327,automatic,sedan,black,0,volkswagen
28643,9896,2014,ford fusion,3,6,gas,83062,automatic,sedan,unknown,0,ford
28644,10000,2006,ford f-150,3,8,gas,117573,automatic,truck,brown,1,ford
28645,34000,2015,chevrolet suburban,3,8,gas,72059,automatic,SUV,grey,1,chevrolet
28646,22000,2014,chevrolet silverado 1500,3,8,gas,42211,automatic,truck,red,1,chevrolet
28647,20000,2013,chrysler 300,3,8,gas,39705,automatic,sedan,unknown,1,chrysler
28648,20000,2015,chevrolet silverado 1500,3,8,gas,105397,automatic,truck,white,1,chevrolet
28649,8900,2009,chevrolet traverse,3,6,gas,123005,automatic,SUV,red,0,chevrolet
28650,19990,2017,ram 1500,2,8,gas,73013,automatic,truck,unknown,1,ram
28651,4995,2006,nissan murano,3,6,gas,154000,automatic,SUV,blue,1,nissan
28652,4995,2008,ford fusion,3,4,gas,133000,automatic,sedan,silver,0,ford
28653,3995,2007,chevrolet impala,3,6,gas,158000,automatic,sedan,black,0,chevrolet
28654,3995,2007,chevrolet impala,3,6,gas,162000,automatic,sedan,silver,0,chevrolet
28655,4995,2012,chrysler 200,3,4,gas,130000,automatic,sedan,black,0,chrysler
28656,3995,2014,chevrolet malibu,3,6,gas,96000,automatic,sedan,blue,0,chevrolet
28657,18500,2013,ram 3500,1,6,diesel,86000,automatic,truck,brown,1,ram
28658,16900,2015,chevrolet silverado,3,8,gas,131139,automatic,truck,unknown,1,chevrolet
28659,14350,2016,honda odyssey,4,6,gas,56,automatic,mini-van,unknown,0,honda
28660,24500,2015,chevrolet silverado 1500,3,8,gas,110094,automatic,truck,white,1,chevrolet
28661,6000,2011,honda pilot,2,6,gas,209000,automatic,SUV,brown,0,honda
28662,9500,2015,honda accord,4,4,gas,56,automatic,sedan,grey,0,honda
28663,26000,2014,toyota sienna,4,6,gas,35000,automatic,mini-van,unknown,0,toyota
28664,27900,2018,ford f150 supercrew cab xlt,3,6,gas,42000,automatic,truck,black,0,ford
28665,12800,2011,ford f-150,3,6,gas,120000,automatic,truck,white,1,ford
28666,12800,2013,ford f-150,3,6,gas,168000,automatic,truck,white,1,ford
28667,4995,2003,ram 1500,3,8,gas,165025,automatic,pickup,red,1,ram
28668,5500,2009,toyota prius,3,4,hybrid,113000,automatic,hatchback,red,0,toyota
28669,6000,2011,ford mustang,4,6,gas,180000,manual,convertible,unknown,0,ford
28670,9500,2012,bmw x5,3,6,gas,148327,automatic,SUV,white,0,bmw
28671,5400,2003,chevrolet silverado 1500,2,8,gas,160000,automatic,truck,red,1,chevrolet
28672,10500,2004,ford f-150,3,8,gas,94491,automatic,pickup,white,1,ford
28673,12500,2005,jeep wrangler,2,6,gas,133000,automatic,offroad,unknown,1,jeep
28674,2495,1999,gmc yukon,3,8,gas,262101,automatic,SUV,silver,1,gmc
28675,10495,2012,toyota camry le,4,4,gas,56745,automatic,sedan,silver,0,toyota
28676,12000,2004,jeep wrangler unlimited,3,6,gas,181800,automatic,SUV,yellow,1,jeep
28677,9989,2013,chevrolet cruze,3,4,gas,98000,automatic,sedan,silver,0,chevrolet
28678,17999,2015,toyota rav4,3,4,gas,78327,automatic,SUV,blue,1,toyota
28679,7995,2012,chevrolet cruze,3,4,gas,74000,automatic,sedan,blue,0,chevrolet
28680,28500,2013,ford f-250 super duty,3,8,diesel,154400,automatic,truck,black,1,ford
28681,3495,2003,chevrolet impala,3,6,gas,171000,automatic,sedan,white,0,chevrolet
28682,4995,2006,ford fusion,3,6,gas,116000,automatic,sedan,grey,0,ford
28684,18495,2011,gmc sierra 1500,3,8,gas,101665,automatic,truck,grey,1,gmc
28685,6500,2001,ram 2500,2,6,diesel,527835,automatic,pickup,unknown,0,ram
28686,16500,2008,ram 2500,3,6,diesel,198000,automatic,pickup,silver,0,ram
28687,15000,2006,ford mustang,2,8,gas,93500,automatic,coupe,blue,0,ford
28688,13990,2013,ford f-150,2,6,gas,161017,automatic,truck,silver,1,ford
28689,17990,2013,jeep wrangler unlimited,2,6,gas,99111,automatic,SUV,red,1,jeep
28690,27990,2016,ford f-150,2,8,gas,30518,automatic,pickup,silver,1,ford
28691,28990,2018,ford f-150,2,6,gas,31907,automatic,truck,white,1,ford
28697,3000,1988,chevrolet corvette,1,8,gas,120000,automatic,convertible,black,0,chevrolet
28699,14990,2011,chevrolet silverado 1500,2,8,gas,130271,automatic,truck,blue,1,chevrolet
28700,8500,2004,ram 2500,1,6,diesel,303000,manual,pickup,custom,1,ram
28701,5995,2005,toyota highlander,3,6,gas,156000,automatic,SUV,unknown,1,toyota
28702,4495,2009,ford focus,3,4,gas,137000,automatic,sedan,black,0,ford
28703,4495,2005,chevrolet trailblazer,3,6,gas,166000,automatic,SUV,unknown,1,chevrolet
28704,11499,2012,chevrolet equinox,3,4,gas,106674,automatic,SUV,red,1,chevrolet
28705,16689,2011,ford f-150,3,8,gas,104818,automatic,truck,unknown,1,ford
28706,6350,2011,dodge grand caravan,3,6,gas,118000,automatic,mini-van,grey,0,dodge
28707,20818,2013,ford f-150,3,8,gas,50278,automatic,truck,red,1,ford
28708,10900,2013,subaru outback,3,4,gas,93000,automatic,SUV,white,1,subaru
28709,6495,2016,ford focus se,3,4,gas,102675,automatic,hatchback,grey,0,ford
28710,12500,2004,ford f350,2,8,diesel,105242,automatic,truck,blue,0,ford
28711,10900,2008,chevrolet tahoe,3,8,gas,143000,automatic,SUV,black,1,chevrolet
28712,19995,2014,chevrolet silverado 1500,3,6,gas,76346,automatic,truck,red,0,chevrolet
28713,17495,2011,ford f-150,3,6,gas,116000,automatic,truck,black,1,ford
28714,6500,2007,ford f-150,2,8,gas,184500,automatic,truck,black,1,ford
28715,22900,2011,jeep wrangler unlimited,4,6,gas,115000,automatic,SUV,red,1,jeep
28716,12000,2010,jeep wrangler unlimited,2,6,gas,146000,automatic,SUV,silver,0,jeep
28717,9500,2004,ford f250,2,8,diesel,216000,automatic,truck,unknown,1,ford
28718,4895,2007,toyota camry le,3,4,gas,151675,automatic,sedan,grey,0,toyota
28719,7750,2016,ford focus,3,4,gas,88000,automatic,sedan,silver,0,ford
28720,4500,2007,chevrolet silverado,3,8,gas,171000,automatic,truck,silver,1,chevrolet
28721,8950,2000,ram 2500,3,6,diesel,271000,automatic,truck,silver,0,ram
28722,3000,1999,chevrolet silverado 1500,2,8,gas,172000,automatic,truck,grey,1,chevrolet
28723,4695,2005,toyota camry le,3,4,gas,115457,automatic,sedan,unknown,0,toyota
28724,14900,2011,gmc sierra 1500,4,8,gas,123671,automatic,truck,white,1,gmc
28725,4700,2010,toyota camry,2,4,gas,104000,automatic,sedan,grey,0,toyota
28726,7950,2014,chevrolet cruze,3,4,gas,89680,automatic,sedan,unknown,0,chevrolet
28727,15000,2007,ford f350 super duty,2,8,diesel,140000,automatic,truck,red,1,ford
28728,6000,2004,ram 1500,1,8,gas,176000,automatic,truck,silver,0,ram
28729,1200,1997,chevrolet silverado,1,8,gas,207000,automatic,truck,green,0,chevrolet
28730,6500,2006,chrysler 300,2,6,gas,130630,automatic,sedan,silver,0,chrysler
28731,27500,2018,jeep wrangler,4,6,gas,18852,automatic,SUV,black,1,jeep
28732,9000,2006,chevrolet silverado,2,8,gas,177000,automatic,pickup,unknown,1,chevrolet
28733,9250,2009,chevrolet traverse,2,6,gas,132400,automatic,SUV,silver,1,chevrolet
28734,14450,2009,gmc sierra 1500,4,8,gas,167957,automatic,truck,black,1,gmc
28735,25450,2018,ford f-150,3,6,gas,23689,automatic,truck,grey,1,ford
28736,25950,2015,chevrolet silverado 1500,2,8,gas,81397,automatic,truck,silver,1,chevrolet
28737,33950,2018,chevrolet silverado,4,8,gas,9600,automatic,truck,white,1,chevrolet
28738,27950,2018,ford explorer,2,6,gas,17597,automatic,SUV,black,0,ford
28739,15950,2017,ram 1500,2,6,gas,35068,automatic,truck,unknown,1,ram
28740,23950,2017,chevrolet silverado 1500,2,8,gas,96528,automatic,truck,silver,1,chevrolet
28741,5400,2004,ford f150,1,5,gas,138000,automatic,pickup,black,1,ford
28742,15950,2012,chevrolet silverado,2,8,gas,50348,automatic,pickup,white,0,chevrolet
28743,8900,2008,chevrolet silverado,2,8,gas,242000,automatic,truck,white,0,chevrolet
28744,16000,2014,honda odyssey,4,6,gas,78000,automatic,mini-van,grey,0,honda
28745,6000,2003,ford f-150,2,8,gas,122000,automatic,pickup,green,1,ford
28746,16999,2009,ford f-150,4,8,gas,128740,automatic,truck,black,1,ford
28747,20988,2016,jeep grand cherokee,4,6,gas,35000,automatic,SUV,white,1,jeep
28748,22988,2018,chevrolet camaro,4,6,gas,13000,automatic,coupe,unknown,0,chevrolet
28750,31588,2019,chevrolet colorado,4,6,gas,12606,automatic,truck,unknown,1,chevrolet
28751,17988,2017,chevrolet traverse,4,6,gas,52000,automatic,SUV,silver,0,chevrolet
28752,14950,2009,toyota tacoma,3,6,gas,168824,automatic,truck,black,1,toyota
28753,9950,2015,ford fusion,3,4,gas,102194,automatic,sedan,silver,0,ford
28754,6550,2002,ram 1500,3,8,gas,98319,automatic,truck,blue,0,ram
28755,6500,2007,toyota camry,3,4,gas,129413,automatic,sedan,custom,0,toyota
28756,6950,2012,chrysler 200,3,4,gas,129912,automatic,sedan,unknown,0,chrysler
28757,21988,2017,chrysler 300,4,6,gas,36000,automatic,sedan,black,1,chrysler
28759,6500,2007,ford expedition,4,8,gas,82580,automatic,SUV,unknown,1,ford
28760,18588,2016,chevrolet camaro,4,6,gas,50000,manual,coupe,white,0,chevrolet
28761,3300,2003,nissan altima,2,4,gas,105000,automatic,sedan,unknown,0,nissan
28762,10878,2015,chevrolet impala,3,6,gas,106127,automatic,sedan,red,0,chevrolet
28763,13839,2011,ram 1500,3,8,gas,153202,automatic,truck,white,1,ram
28764,7800,1991,chevrolet corvette,2,8,gas,155440,manual,coupe,red,0,chevrolet
28765,23100,2013,ford mustang gt coupe 2d,2,8,gas,35280,other,coupe,red,0,ford
28766,10500,1997,jeep wrangler,2,6,gas,151000,manual,SUV,unknown,1,jeep
28767,8000,2009,toyota highlander,3,4,gas,150000,automatic,SUV,blue,0,toyota
28768,16997,2010,ford f-150,3,8,gas,130553,automatic,truck,black,1,ford
28769,34200,2017,chevrolet silverado 1500 crew,2,8,gas,49823,other,pickup,black,1,chevrolet
28770,21995,2012,ram 1500,4,8,gas,83200,automatic,pickup,red,1,ram
28771,8999,2002,ford f-250 super duty,4,8,diesel,118061,automatic,truck,silver,1,ford
28772,4800,2005,ford f-150,3,8,gas,202000,automatic,truck,unknown,1,ford
28773,3900,2008,subaru forester,3,4,gas,134591,manual,hatchback,yellow,1,subaru
28774,3600,2010,ford f-150,1,8,gas,296000,automatic,truck,white,0,ford
28775,8395,2004,chevrolet silverado 1500,3,8,gas,153057,automatic,truck,white,0,chevrolet
28776,12450,2007,dodge charger,4,8,gas,96497,automatic,sedan,black,0,dodge
28777,11450,2007,dodge charger,4,6,gas,116100,automatic,sedan,red,0,dodge
28778,16995,2014,jeep grand cherokee,3,6,gas,84000,automatic,SUV,silver,1,jeep
28779,4250,2000,ford f-150,3,8,gas,159000,automatic,pickup,red,0,ford
28780,1500,1999,honda accord,1,4,gas,285824,automatic,sedan,blue,0,honda
28781,1995,2005,chevrolet impala,2,6,gas,145656,automatic,sedan,unknown,0,chevrolet
28782,9500,2005,ford f-250,2,8,diesel,189000,automatic,pickup,unknown,1,ford
28783,12750,2012,bmw x5,3,6,diesel,106674,automatic,SUV,grey,1,bmw
28784,9900,2013,chevrolet camaro,4,8,gas,132038,automatic,coupe,grey,0,chevrolet
28785,13900,2009,chevrolet silverado 1500,4,8,gas,148507,automatic,truck,black,1,chevrolet
28786,6499,2010,toyota corolla,3,4,gas,179707,automatic,sedan,white,0,toyota
28787,3999,2000,toyota camry,3,4,gas,159000,automatic,sedan,blue,0,toyota
28788,4999,2009,ford f-150,3,6,gas,187100,automatic,pickup,unknown,0,ford
28789,3499,2000,ford expedition,3,8,gas,220100,automatic,SUV,unknown,0,ford
28790,6499,2004,toyota highlander,3,6,gas,150100,automatic,SUV,green,0,toyota
28791,5499,2007,honda pilot,3,6,gas,137000,automatic,SUV,unknown,0,honda
28792,3495,2004,toyota camry le,3,4,gas,173000,manual,sedan,black,0,toyota
28793,30500,2018,chevrolet camaro,4,6,gas,19458,automatic,convertible,red,0,chevrolet
28794,3000,2002,ford explorer,2,6,gas,165000,automatic,SUV,blue,1,ford
28795,4500,2010,toyota camry le,4,4,gas,177523,automatic,sedan,unknown,0,toyota
28796,26000,2016,ford explorer,4,6,gas,71000,automatic,SUV,unknown,1,ford
28797,7695,2017,chevrolet cruze,3,4,gas,18514,automatic,sedan,black,0,chevrolet
28798,1195,2009,chevrolet trailblazer,1,8,gas,171000,manual,SUV,red,1,chevrolet
28799,18995,2011,chevrolet silverado 1500,3,8,gas,120000,automatic,truck,black,1,chevrolet
28800,5500,2008,hyundai santa fe,2,6,gas,147398,automatic,SUV,blue,1,hyundai
28801,22800,2009,ram 3500,3,6,diesel,155000,automatic,pickup,silver,1,ram
28802,6750,2011,chevrolet cruze,3,4,gas,130000,other,sedan,black,0,chevrolet
28803,1999,2005,cadillac escalade,1,8,gas,250000,automatic,SUV,silver,1,cadillac
28804,9900,2013,volkswagen passat,3,4,diesel,70224,automatic,sedan,unknown,0,volkswagen
28805,3650,2003,nissan maxima,2,6,gas,129132,automatic,sedan,grey,0,nissan
28806,29900,2017,buick enclave,3,6,gas,8247,automatic,SUV,black,0,buick
28808,25200,2015,chevrolet silverado 1500 crew,2,8,gas,94954,automatic,pickup,silver,1,chevrolet
28809,25600,2017,ford mustang gt coupe 2d,2,8,gas,42957,other,coupe,black,0,ford
28810,26000,2017,ford f-150,3,8,gas,38902,automatic,truck,red,1,ford
28811,6800,2005,ford f250 super duty,2,8,diesel,217222,automatic,pickup,grey,1,ford
28812,17500,2010,chevrolet tahoe,2,8,gas,122500,automatic,SUV,unknown,1,chevrolet
28813,3150,1999,chevrolet silverado,2,8,gas,243000,manual,truck,silver,1,chevrolet
28814,5000,2003,honda pilot,2,6,gas,163396,automatic,SUV,red,1,honda
28815,3000,2007,toyota prius,1,4,gas,159159,automatic,hatchback,white,0,toyota
28816,18500,2014,ford f250,2,8,gas,87377,automatic,truck,unknown,1,ford
28817,13920,2007,toyota tacoma,4,6,gas,72000,automatic,truck,white,0,toyota
28818,5200,2004,chevrolet silverado 1500,2,8,gas,280000,automatic,pickup,grey,1,chevrolet
28820,3500,2005,chevrolet suburban,2,8,gas,255000,automatic,SUV,white,0,chevrolet
28821,9000,2010,ford f-150,2,8,gas,209000,automatic,truck,grey,1,ford
28822,5999,2007,subaru outback,4,4,gas,164000,automatic,wagon,green,1,subaru
28823,15000,2007,chevrolet silverado,3,8,gas,81000,automatic,pickup,black,1,chevrolet
28824,10200,2013,nissan frontier,2,6,gas,17000,automatic,truck,white,0,nissan
28825,29900,2018,chevrolet silverado 1500,5,8,gas,21,automatic,pickup,unknown,1,chevrolet
28826,23000,2011,jeep wrangler unlimited,3,6,gas,72100,manual,offroad,green,1,jeep
28827,18700,2010,gmc sierra 1500,3,8,gas,73000,automatic,truck,white,1,gmc
28828,4700,2010,toyota camry,2,4,gas,104000,automatic,sedan,grey,0,toyota
28829,15000,2011,ford f-150,3,6,gas,120000,automatic,truck,white,1,ford
28830,19900,2002,gmc sierra 2500hd,3,8,gas,49000,automatic,truck,unknown,1,gmc
28831,4995,2009,chevrolet traverse,2,6,gas,142000,automatic,SUV,unknown,0,chevrolet
28833,8500,2007,chevrolet silverado,2,8,gas,177000,automatic,truck,silver,1,chevrolet
28834,14995,2009,ford f-150,2,8,gas,70529,automatic,pickup,silver,1,ford
28835,3500,2007,toyota sienna,3,6,gas,231000,automatic,mini-van,blue,0,toyota
28836,24999,2017,ram 1500,4,8,gas,64000,automatic,pickup,blue,1,ram
28838,23995,2015,ford f-150,4,6,gas,55055,automatic,pickup,black,1,ford
28839,10995,2011,chevrolet tahoe,2,8,gas,165645,automatic,SUV,black,0,chevrolet
28841,29995,2015,gmc sierra 1500,3,8,gas,66000,automatic,pickup,brown,1,gmc
28842,12900,2007,toyota tundra,3,8,gas,175261,automatic,pickup,white,0,toyota
28843,9200,1996,ford f-250,2,8,diesel,205122,automatic,truck,blue,1,ford
28844,4500,2001,toyota 4runner,2,6,gas,194000,automatic,SUV,custom,1,toyota
28845,2700,2000,subaru outback,2,4,gas,179634,automatic,wagon,white,1,subaru
28846,21900,2017,chevrolet silverado,3,6,gas,93971,automatic,pickup,white,1,chevrolet
28847,6200,2015,nissan versa,4,4,gas,58000,automatic,sedan,grey,0,nissan
28848,10000,2011,gmc sierra,2,8,gas,130271,automatic,truck,white,1,gmc
28849,4500,2004,chevrolet silverado,2,8,gas,162000,automatic,truck,red,1,chevrolet
28850,8995,2009,chevrolet suburban,2,8,gas,211766,automatic,SUV,white,1,chevrolet
28851,12698,2012,honda odyssey,3,6,gas,78781,automatic,mini-van,grey,0,honda
28852,8995,2013,chevrolet equinox,2,4,gas,87474,automatic,SUV,black,0,chevrolet
28853,12990,2013,chevrolet tahoe,2,8,gas,177097,automatic,SUV,custom,1,chevrolet
28854,14990,2013,dodge charger,2,8,gas,106375,automatic,sedan,white,1,dodge
28855,16990,2009,gmc acadia,2,6,gas,113803,automatic,SUV,custom,1,gmc
28856,2990,2001,honda cr-v,2,4,gas,250245,automatic,SUV,black,1,honda
28857,14990,2009,chevrolet silverado 1500,2,8,gas,147615,automatic,truck,grey,1,chevrolet
28858,11990,2009,ford f-150,2,8,gas,179890,automatic,truck,brown,1,ford
28860,11990,2011,ford explorer,2,6,gas,130271,automatic,SUV,black,0,ford
28861,5990,1998,gmc yukon,2,8,gas,149865,automatic,SUV,unknown,1,gmc
28862,5000,2005,jeep grand cherokee laredo,2,8,gas,175000,automatic,SUV,unknown,1,jeep
28863,2400,2006,honda civic,2,4,gas,160000,automatic,coupe,grey,0,honda
28864,7500,2012,chrysler town & country,3,6,gas,127321,automatic,mini-van,unknown,0,chrysler
28865,5695,2007,toyota rav4,3,4,gas,101000,automatic,SUV,unknown,0,toyota
28866,1995,2005,chrysler town & country,2,6,gas,169000,automatic,van,grey,0,chrysler
28867,5000,2004,ford f350 super duty,2,8,diesel,145777,automatic,pickup,green,1,ford
28868,19695,2017,subaru outback,3,4,gas,38902,automatic,wagon,black,1,subaru
28869,29999,2014,toyota tundra,2,8,gas,84542,automatic,pickup,unknown,1,toyota
28870,3999,2007,honda civic lx,2,4,gas,177432,automatic,sedan,white,0,honda
28871,14700,2014,ram 1500,3,8,gas,86000,automatic,pickup,blue,1,ram
28872,5295,2004,ford f-150,2,8,gas,181384,automatic,pickup,white,0,ford
28873,5200,2004,chevrolet tahoe,3,8,gas,193565,automatic,SUV,green,0,chevrolet
28874,5499,2013,gmc sierra 1500,2,8,gas,191999,automatic,pickup,white,0,gmc
28875,12500,2014,subaru forester,3,4,gas,60215,automatic,SUV,silver,1,subaru
28876,4950,2004,toyota highlander,2,6,gas,181384,automatic,SUV,silver,1,toyota
28877,23999,2014,ram 1500,3,8,gas,86000,automatic,truck,unknown,1,ram
28878,3900,2009,nissan versa,3,4,gas,88400,manual,hatchback,unknown,0,nissan
28879,7500,2010,honda odyssey,3,6,gas,138000,automatic,SUV,white,0,honda
28880,11770,2010,ford f250 super duty,3,8,diesel,126000,automatic,truck,silver,1,ford
28881,5900,2012,chevrolet impala,3,6,gas,158000,automatic,sedan,silver,0,chevrolet
28882,12400,2016,subaru forester,3,4,gas,99899,automatic,SUV,silver,0,subaru
28884,5990,2011,ford focus se,3,4,gas,79500,automatic,sedan,blue,0,ford
28885,3200,2010,volkswagen jetta,2,5,gas,168720,automatic,sedan,black,0,volkswagen
28886,12500,2009,ford f250,3,8,gas,168000,manual,truck,unknown,1,ford
28887,3800,2012,nissan altima,2,4,gas,198000,automatic,sedan,black,0,nissan
28888,7990,2009,chrysler town & country,3,6,gas,105000,automatic,mini-van,black,0,chrysler
28889,13950,2015,subaru impreza,3,4,gas,78327,automatic,sedan,unknown,1,subaru
28890,9450,2011,subaru outback,3,4,gas,88972,automatic,wagon,blue,1,subaru
28891,8450,2011,subaru outback,3,4,gas,134524,automatic,wagon,grey,1,subaru
28892,5900,2006,toyota 4runner,3,6,gas,220000,automatic,SUV,silver,1,toyota
28893,9500,2013,gmc acadia,2,6,gas,85000,automatic,SUV,black,0,gmc
28894,7995,2007,chevrolet silverado,2,6,gas,143294,automatic,truck,black,0,chevrolet
28895,10500,2003,ram 2500,2,6,diesel,188000,automatic,truck,red,1,ram
28896,12900,2010,bmw x5,3,6,gas,73309,automatic,SUV,black,1,bmw
